,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate (%),Broadband (%),GEO ID
1678,"Burt County, Nebraska",6546.0,46.6,50174.0,26421.0,791.0,12.083715245951726,0.72413796,0500000US31021
1679,"Cass County, Nebraska",25513.0,41.9,68284.0,32509.0,1584.0,6.208599537490691,0.5990991,0500000US31025
1680,"Cuming County, Nebraska",9039.0,44.0,50734.0,28762.0,705.0,7.799535346830401,0.65333337,0500000US31039
1681,"Dixon County, Nebraska",5765.0,42.2,57036.0,26094.0,585.0,10.147441457068517,0.53191489,0500000US31051
1682,"Dundy County, Nebraska",2017.0,43.6,44653.0,26949.0,208.0,10.312345066931085,0.57142854,0500000US31057
1683,"Grant County, Nebraska",682.0,48.6,45833.0,22693.0,138.0,20.234604105571847,0.40000001,0500000US31075
1684,"Greeley County, Nebraska",2436.0,45.9,47218.0,25544.0,236.0,9.688013136288998,0.33333331,0500000US31077
1685,"Hall County, Nebraska",61233.0,35.8,53807.0,26419.0,8133.0,13.282053794522561,0.55632186,0500000US31079
1686,"Hayes County, Nebraska",957.0,42.7,44946.0,27183.0,86.0,8.986415882967608,0.42857143,0500000US31085
1687,"Otoe County, Nebraska",15875.0,41.7,54605.0,28567.0,1555.0,9.795275590551181,0.625,0500000US31131
1688,"Red Willow County, Nebraska",10870.0,40.8,42882.0,25006.0,1220.0,11.223551057957682,0.64130431,0500000US31145
1689,"Cedar County, Nebraska",8561.0,44.1,57208.0,29694.0,810.0,9.461511505665227,0.63999999,0500000US31027
1690,"Dawes County, Nebraska",8972.0,34.0,46146.0,24811.0,1129.0,12.58359340169416,0.50746268,0500000US31045
1691,"Johnson County, Nebraska",5200.0,41.1,49564.0,22398.0,405.0,7.788461538461538,0.32608697,0500000US31097
1692,"Cheyenne County, Nebraska",10012.0,40.7,58770.0,32995.0,1078.0,10.767079504594486,0.56976748,0500000US31033
1693,"Dawson County, Nebraska",23925.0,35.8,51238.0,24912.0,3214.0,13.433646812957157,0.55952382,0500000US31047
1694,"Garfield County, Nebraska",1958.0,51.4,46509.0,25856.0,137.0,6.996935648621042,0.33333331,0500000US31071
1695,"McPherson County, Nebraska",432.0,48.5,60714.0,27241.0,69.0,15.972222222222221,0.60000002,0500000US31117
1696,"Nance County, Nebraska",3569.0,45.4,45428.0,26852.0,405.0,11.347716447184085,0.22580644,0500000US31125
1697,"Pawnee County, Nebraska",2704.0,50.1,42176.0,27196.0,546.0,20.192307692307693,0.25806451,0500000US31133
1698,"Stanton County, Nebraska",6020.0,41.0,57534.0,29517.0,568.0,9.435215946843854,0.61702132,0500000US31167
1699,"Valley County, Nebraska",4252.0,46.0,50270.0,27271.0,482.0,11.335841956726247,0.39583331,0500000US31175
1700,"Wheeler County, Nebraska",846.0,50.2,49706.0,28257.0,22.0,2.600472813238771,0.42857143,0500000US31183
1701,"Harlan County, Nebraska",3469.0,49.5,46750.0,26375.0,441.0,12.712597290285386,0.5106383,0500000US31083
1702,"York County, Nebraska",13832.0,40.9,59966.0,28298.0,1253.0,9.058704453441296,0.55555558,0500000US31185
1703,"Blaine County, Nebraska",502.0,46.8,52000.0,28503.0,49.0,9.760956175298805,0.25,0500000US31009
1704,"Buffalo County, Nebraska",48834.0,32.9,55053.0,28553.0,6669.0,13.656468853667526,0.48606813,0500000US31019
1705,"Colfax County, Nebraska",10616.0,33.7,54876.0,23393.0,849.0,7.997362471740769,0.57692307,0500000US31037
1706,"Deuel County, Nebraska",1901.0,46.1,53438.0,28225.0,207.0,10.889005786428196,0.54545456,0500000US31049
1707,"Hitchcock County, Nebraska",2860.0,47.1,41582.0,25290.0,398.0,13.916083916083917,0.40000001,0500000US31087
1708,"Logan County, Nebraska",919.0,38.9,50278.0,24624.0,88.0,9.57562568008705,0.5,0500000US31113
1709,"Platte County, Nebraska",32875.0,38.3,58679.0,28187.0,2777.0,8.447148288973384,0.56302524,0500000US31141
1710,"Polk County, Nebraska",5244.0,45.5,63667.0,32424.0,389.0,7.418001525553013,0.48717949,0500000US31143
1711,"Thayer County, Nebraska",5133.0,48.2,48151.0,31129.0,545.0,10.617572569647379,0.39024392,0500000US31169
1712,"Box Butte County, Nebraska",11200.0,40.5,56328.0,28483.0,1195.0,10.669642857142858,0.61956519,0500000US31013
1713,"Brown County, Nebraska",3058.0,48.9,42773.0,29664.0,480.0,15.696533682145192,0.57692307,0500000US31017
1714,"Adams County, Nebraska",31564.0,37.9,51721.0,28085.0,3698.0,11.715878849322012,0.60283685,0500000US31001
1715,"Sheridan County, Nebraska",5241.0,46.1,41209.0,25817.0,816.0,15.569547796222095,0.47058824,0500000US31161
1716,"Lancaster County, Nebraska",306357.0,33.2,55747.0,29901.0,40887.0,13.3461941460453,0.89562505,0500000US31109
1717,"Boone County, Nebraska",5357.0,45.0,53854.0,28861.0,381.0,7.11218965839089,0.55319148,0500000US31011
1718,"Nuckolls County, Nebraska",4318.0,49.4,42055.0,24426.0,451.0,10.444650301065309,0.56410253,0500000US31129
1719,"Rock County, Nebraska",1381.0,51.9,52361.0,33867.0,128.0,9.268645908761767,0.36363637,0500000US31149
1720,"Banner County, Nebraska",728.0,48.1,55000.0,30736.0,65.0,8.928571428571429,0.75,0500000US31007
1721,"Frontier County, Nebraska",2624.0,45.5,52090.0,27900.0,270.0,10.289634146341463,0.31818181,0500000US31063
1722,"Sherman County, Nebraska",3048.0,49.3,48704.0,27983.0,318.0,10.433070866141732,0.42857143,0500000US31163
1723,"Douglas County, Nebraska",549706.0,34.3,58640.0,32023.0,72562.0,13.200146987662496,0.86224031,0500000US31055
1724,"Richardson County, Nebraska",8045.0,47.6,46839.0,28109.0,1289.0,16.022374145431947,0.5373134,0500000US31147
1725,"Howard County, Nebraska",6385.0,43.3,53648.0,26734.0,646.0,10.117462803445575,0.70731705,0500000US31093
1726,"Holt County, Nebraska",10293.0,44.1,52050.0,27858.0,899.0,8.734091129894102,0.66666663,0500000US31089
1727,"Furnas County, Nebraska",4814.0,46.1,43400.0,24522.0,636.0,13.211466555878687,0.34375,0500000US31065
1728,"Gosper County, Nebraska",2019.0,49.5,61769.0,31901.0,113.0,5.596830113917781,0.5,0500000US31073
1729,"Saline County, Nebraska",14325.0,36.0,50932.0,22324.0,1544.0,10.778359511343805,0.53191489,0500000US31151
1730,"Sarpy County, Nebraska",175188.0,34.2,75752.0,33103.0,9155.0,5.225814553508231,0.93157655,0500000US31153
1731,"Thurston County, Nebraska",7055.0,28.1,44701.0,19380.0,2124.0,30.106307583274273,0.45652172,0500000US31173
1732,"Washington County, Nebraska",20414.0,41.2,66485.0,33136.0,1959.0,9.596355442343489,0.67195773,0500000US31177
1733,"Boyd County, Nebraska",2049.0,52.1,48750.0,26413.0,197.0,9.614446071254271,0.52380949,0500000US31015
1734,"Cherry County, Nebraska",5792.0,43.8,53226.0,27891.0,515.0,8.89157458563536,0.47619048,0500000US31031
1735,"Dodge County, Nebraska",36576.0,39.1,51748.0,27162.0,4677.0,12.787073490813649,0.59270513,0500000US31053
1736,"Fillmore County, Nebraska",5603.0,47.5,56750.0,30874.0,531.0,9.477065857576298,0.53703707,0500000US31059
1737,"Cheshire County, New Hampshire",76109.0,42.5,60148.0,32072.0,7297.0,9.587565202538464,0.88103211,0500000US33005
1738,"Merrimack County, New Hampshire",147958.0,42.8,69856.0,34475.0,10899.0,7.366279619892132,0.90741944,0500000US33013
1739,"Grafton County, New Hampshire",89280.0,42.9,61036.0,35255.0,8993.0,10.072804659498209,0.8250134,0500000US33009
1740,"Rockingham County, New Hampshire",302479.0,44.1,85619.0,43474.0,14402.0,4.761322273612383,0.92717612,0500000US33015
1741,"Belknap County, New Hampshire",60383.0,46.7,65834.0,33849.0,5421.0,8.977692396866669,0.51908398,0500000US33001
1742,"Sullivan County, New Hampshire",43073.0,46.1,59419.0,31301.0,3953.0,9.177442945696841,0.51767677,0500000US33019
1743,"Hillsborough County, New Hampshire",406371.0,40.5,75777.0,37622.0,34076.0,8.385440890221005,0.92494792,0500000US33011
1744,"Strafford County, New Hampshire",126552.0,37.0,67805.0,32540.0,11127.0,8.792433150009483,0.89356118,0500000US33017
1745,"Coos County, New Hampshire",32119.0,48.0,45386.0,25895.0,3989.0,12.419440206731219,0.50467288,0500000US33007
1746,"Carroll County, New Hampshire",47524.0,51.4,58139.0,35646.0,4313.0,9.075414527396683,0.47854078,0500000US33003
1747,"Churchill County, Nevada",24022.0,38.9,46914.0,25211.0,3245.0,13.508450586961951,0.52589643,0500000US32001
1748,"Douglas County, Nevada",47632.0,50.8,61176.0,35727.0,4647.0,9.756046355391334,0.48631582,0500000US32005
1749,"Lander County, Nevada",5887.0,37.8,79865.0,30256.0,769.0,13.06268048241889,0.48936167,0500000US32015
1750,"Pershing County, Nevada",6661.0,43.1,52308.0,19201.0,709.0,10.644047440324275,0.37931034,0500000US32027
1751,"Eureka County, Nevada",1728.0,47.3,67159.0,35606.0,173.0,10.011574074074074,0.14285713,0500000US32011
1752,"Humboldt County, Nevada",17088.0,35.6,69324.0,29215.0,1535.0,8.982911985018726,0.43220341,0500000US32013
1753,"Mineral County, Nevada",4471.0,46.7,39375.0,22791.0,894.0,19.995526727801387,0.25806451,0500000US32021
1754,"White Pine County, Nevada",9858.0,39.4,60358.0,25350.0,1092.0,11.077297626293365,0.40298507,0500000US32033
1755,"Elko County, Nevada",52377.0,34.1,76178.0,32498.0,5931.0,11.323672604387422,0.4906832,0500000US32007
1756,"Lincoln County, Nevada",5203.0,41.6,52971.0,27218.0,568.0,10.916778781472228,0.16,0500000US32017
1757,"Nye County, Nevada",43296.0,51.6,44225.0,23740.0,7388.0,17.063932002956392,0.40384617,0500000US32023
1758,"Storey County, Nevada",3891.0,54.7,63607.0,36388.0,300.0,7.710100231303007,0.29411763,0500000US32029
1759,"Washoe County, Nevada",445551.0,38.0,58595.0,31879.0,58642.0,13.161680705463572,0.85399473,0500000US32031
1760,"Clark County, Nevada",2112436.0,36.9,54882.0,27719.0,304449.0,14.412223612928392,0.83299035,0500000US32003
1761,"Carson City, Nevada",54219.0,43.0,49341.0,28044.0,7698.0,14.197974879654733,0.47,0500000US32510
1762,"Lyon County, Nevada",52303.0,43.8,50920.0,25063.0,7148.0,13.666520084889967,0.4594017,0500000US32019
1763,"Monmouth County, New Jersey",627551.0,42.8,91807.0,46736.0,47055.0,7.498195365794971,0.92005998,0500000US34025
1764,"Mercer County, New Jersey",373362.0,38.6,77027.0,40064.0,40450.0,10.833989532946577,0.81732446,0500000US34021
1765,"Sussex County, New Jersey",143570.0,44.1,89238.0,41272.0,7573.0,5.274778853520931,0.91705102,0500000US34037
1766,"Cumberland County, New Jersey",154952.0,36.8,50000.0,23012.0,26781.0,17.2834168000413,0.76941347,0500000US34011
1767,"Somerset County, New Jersey",333316.0,41.3,106046.0,51923.0,15745.0,4.7237456347730085,0.94021273,0500000US34035
1768,"Essex County, New Jersey",800401.0,37.3,57365.0,35133.0,130583.0,16.314697257999427,0.84048676,0500000US34013
1769,"Ocean County, New Jersey",589699.0,42.9,65771.0,33312.0,63181.0,10.714110079888215,0.82687014,0500000US34029
1770,"Atlantic County, New Jersey",272926.0,41.1,57514.0,29941.0,40750.0,14.930787099799947,0.8344723,0500000US34001
1771,"Gloucester County, New Jersey",291372.0,39.9,81489.0,36205.0,22815.0,7.830196449899098,0.92143965,0500000US34015
1772,"Middlesex County, New Jersey",837288.0,38.1,83133.0,36558.0,69297.0,8.27636368847995,0.85358518,0500000US34023
1773,"Salem County, New Jersey",63776.0,41.9,63934.0,31681.0,8860.0,13.892373306573006,0.81106538,0500000US34033
1774,"Passaic County, New Jersey",510563.0,36.7,63339.0,29393.0,85639.0,16.7734442174619,0.82961518,0500000US34031
1775,"Cape May County, New Jersey",94549.0,48.7,62332.0,36256.0,9796.0,10.360765317454442,0.88101786,0500000US34009
1776,"Camden County, New Jersey",510996.0,38.5,65037.0,32931.0,65858.0,12.888163508129223,0.88545871,0500000US34007
1777,"Bergen County, New Jersey",937920.0,41.6,91572.0,46601.0,66918.0,7.1347236438075745,0.93522704,0500000US34003
1778,"Union County, New Jersey",557320.0,38.3,73376.0,38163.0,56826.0,10.196296562118711,0.85402387,0500000US34039
1779,"Warren County, New Jersey",107088.0,43.5,75500.0,37001.0,8602.0,8.032646048109966,0.91645479,0500000US34041
1780,"Hudson County, New Jersey",679756.0,34.9,62681.0,35910.0,115254.0,16.955201572328896,0.85975951,0500000US34017
1781,"Hunterdon County, New Jersey",125717.0,45.9,110969.0,54200.0,5403.0,4.2977481168020235,0.9333477,0500000US34019
1782,"Burlington County, New Jersey",449192.0,41.4,82839.0,39528.0,28066.0,6.248107713405403,0.91166639,0500000US34005
1783,"Morris County, New Jersey",498847.0,42.3,107034.0,53491.0,22800.0,4.570539664466259,0.93730426,0500000US34027
1784,"San Juan County, New Mexico",128221.0,34.6,49686.0,22665.0,26248.0,20.47090570187411,0.65627372,0500000US35045
1785,"Quay County, New Mexico",8447.0,46.1,26663.0,18220.0,1805.0,21.36853320705576,0.5,0500000US35037
1786,"Lincoln County, New Mexico",19497.0,50.9,42145.0,26820.0,2987.0,15.320305688054573,0.41249999,0500000US35027
1787,"Chaves County, New Mexico",65454.0,35.3,42177.0,21177.0,13488.0,20.60683839031992,0.72457123,0500000US35005
1788,"Lea County, New Mexico",69505.0,31.7,59285.0,24507.0,10794.0,15.529817998705129,0.81297439,0500000US35025
1789,"Santa Fe County, New Mexico",147514.0,45.3,57945.0,35801.0,20817.0,14.11188090621907,0.8113906999999999,0500000US35049
1790,"Union County, New Mexico",4216.0,40.2,38240.0,23180.0,508.0,12.049335863377609,0.58620691,0500000US35059
1791,"Sierra County, New Mexico",11254.0,55.9,29690.0,22749.0,2322.0,20.632663941709616,0.30107528,0500000US35051
1792,"Socorro County, New Mexico",17098.0,40.0,34008.0,17017.0,4411.0,25.798338987016024,0.44680852,0500000US35053
1793,"Roosevelt County, New Mexico",19313.0,29.7,35928.0,18954.0,4974.0,25.754673018174287,0.41525424,0500000US35041
1794,"Los Alamos County, New Mexico",18031.0,43.0,110190.0,52125.0,920.0,5.102323775719594,0.61849713,0500000US35028
1795,"Rio Arriba County, New Mexico",39455.0,40.7,33422.0,19602.0,10338.0,26.20200228107971,0.36637932,0500000US35039
1796,"San Miguel County, New Mexico",28203.0,42.9,29168.0,18012.0,8267.0,29.312484487465873,0.43888891,0500000US35047
1797,"Otero County, New Mexico",65130.0,35.6,43533.0,21876.0,13183.0,20.24105634884078,0.84249151,0500000US35035
1798,"Valencia County, New Mexico",75845.0,39.0,43428.0,20572.0,16266.0,21.446370887995254,0.67231834,0500000US35061
1799,"Torrance County, New Mexico",15534.0,44.0,35543.0,19129.0,4031.0,25.949530063087423,0.55199999,0500000US35057
1800,"Bernalillo County, New Mexico",674855.0,37.1,50386.0,28340.0,119697.0,17.73669899459884,0.83703077,0500000US35001
1801,"Cibola County, New Mexico",27049.0,36.4,36089.0,17768.0,7201.0,26.62205626825391,0.51655626,0500000US35006
1802,"Guadalupe County, New Mexico",4426.0,41.7,26060.0,18086.0,492.0,11.116131947582467,0.51282048,0500000US35019
1803,"Catron County, New Mexico",3547.0,60.2,42047.0,22487.0,761.0,21.454750493374682,0.39285713,0500000US35003
1804,"Hidalgo County, New Mexico",4446.0,42.6,31829.0,18338.0,1133.0,25.483580746738642,0.3611111,0500000US35023
1805,"Luna County, New Mexico",24319.0,39.0,27602.0,16622.0,7611.0,31.296517126526584,0.46385545,0500000US35029
1806,"McKinley County, New Mexico",72849.0,31.6,30336.0,14077.0,27086.0,37.18101827066947,0.49117965,0500000US35031
1807,"Sandoval County, New Mexico",138815.0,39.6,60345.0,27406.0,20258.0,14.593523754637467,0.82211459,0500000US35043
1808,"Taos County, New Mexico",32809.0,47.7,35314.0,23229.0,6939.0,21.14968453777927,0.33913043,0500000US35055
1809,"Grant County, New Mexico",28382.0,45.9,40470.0,23898.0,6101.0,21.496018603340143,0.416309,0500000US35017
1810,"Curry County, New Mexico",50283.0,30.8,41941.0,22628.0,11064.0,22.00346041405644,0.45871559,0500000US35009
1811,"Colfax County, New Mexico",12522.0,48.8,33042.0,21785.0,2820.0,22.520364159080017,0.34615383,0500000US35007
1812,"Eddy County, New Mexico",56793.0,35.9,60703.0,28419.0,8164.0,14.375011004877361,0.53196347,0500000US35015
1813,"Harding County, New Mexico",546.0,58.4,35096.0,30782.0,108.0,19.78021978021978,0.125,0500000US35021
1814,"Mora County, New Mexico",4605.0,47.0,26644.0,16019.0,933.0,20.26058631921824,0.44444442,0500000US35033
1815,"Schoharie County, New York",31611.0,44.1,51842.0,26953.0,4186.0,13.242225807472083,0.47761193,0500000US36095
1816,"Bronx County, New York",1455846.0,33.6,36593.0,19721.0,422197.0,29.00011402304914,0.78684074,0500000US36005
1817,"Onondaga County, New York",467669.0,38.8,57271.0,31436.0,67057.0,14.338559964419279,0.81182784,0500000US36067
1818,"Fulton County, New York",53955.0,43.4,48033.0,26298.0,8461.0,15.68158650727458,0.57627118,0500000US36035
1819,"Clinton County, New York",81224.0,39.4,52759.0,25833.0,11518.0,14.180537772087067,0.82824624,0500000US36019
1820,"Seneca County, New York",34843.0,42.2,51601.0,26541.0,3752.0,10.768303532990844,0.58181822,0500000US36099
1821,"Rensselaer County, New York",159800.0,39.9,63166.0,33067.0,19322.0,12.091364205256571,0.88333941,0500000US36083
1822,"Putnam County, New York",99464.0,43.8,99608.0,44063.0,4719.0,4.744430145580311,0.95548493,0500000US36079
1823,"Franklin County, New York",51054.0,40.5,50733.0,24294.0,8793.0,17.222940416030085,0.44240838,0500000US36033
1824,"Herkimer County, New York",62943.0,43.7,49077.0,24932.0,9201.0,14.617987703160003,0.60408163,0500000US36043
1825,"Ontario County, New York",109491.0,43.4,61710.0,33685.0,10343.0,9.44643852006101,0.89954376,0500000US36069
1826,"Queens County, New York",2339280.0,38.3,62008.0,28814.0,317142.0,13.557248384118191,0.86507642,0500000US36081
1827,"Steuben County, New York",97539.0,42.4,50157.0,27731.0,13922.0,14.273265052953178,0.83197069,0500000US36101
1828,"Hamilton County, New York",4646.0,53.7,55587.0,24891.0,446.0,9.599655617735687,0.59090906,0500000US36041
1829,"Washington County, New York",62183.0,43.6,52527.0,26064.0,7556.0,12.15123104385443,0.53631288,0500000US36115
1830,"Chautauqua County, New York",130846.0,42.3,44304.0,23962.0,23101.0,17.65510600247619,0.78598291,0500000US36013
1831,"Kings County, New York",2635121.0,34.8,52782.0,29928.0,570731.0,21.65862592268059,0.81991249,0500000US36047
1832,"New York County, New York",1653877.0,37.1,79781.0,69529.0,277483.0,16.777728936311465,0.85107839,0500000US36061
1833,"Tioga County, New York",49322.0,44.0,57153.0,30252.0,5453.0,11.055918251490207,0.58783782,0500000US36107
1834,"Cayuga County, New York",78319.0,42.5,54664.0,27957.0,8599.0,10.9794558153194,0.83111262,0500000US36011
1835,"Orleans County, New York",41584.0,42.8,49223.0,23929.0,6169.0,14.835032704886494,0.63057321,0500000US36073
1836,"Saratoga County, New York",226632.0,42.3,77548.0,39653.0,14681.0,6.477902502735713,0.90478796,0500000US36091
1837,"Rockland County, New York",325027.0,36.2,88571.0,36898.0,45563.0,14.01822002479794,0.78576583,0500000US36087
1838,"Columbia County, New York",61481.0,47.4,61093.0,34737.0,6806.0,11.070086693450008,0.54388982,0500000US36021
1839,"Lewis County, New York",26845.0,41.8,51475.0,25779.0,3765.0,14.024958092754703,0.41509435,0500000US36049
1840,"Niagara County, New York",212675.0,43.0,51656.0,28395.0,28070.0,13.19854237686611,0.8259209999999999,0500000US36063
1841,"Westchester County, New York",975321.0,40.6,89968.0,52049.0,89829.0,9.210198488497634,0.89744085,0500000US36119
1842,"Delaware County, New York",45950.0,47.0,47921.0,26016.0,7187.0,15.640914036996735,0.53553301,0500000US36025
1843,"Essex County, New York",38233.0,46.7,55294.0,29008.0,3170.0,8.291266706771637,0.49861497,0500000US36031
1844,"Montgomery County, New York",49500.0,41.1,47449.0,25307.0,9486.0,19.163636363636364,0.54975122,0500000US36057
1845,"Nassau County, New York",1363069.0,41.5,105744.0,46839.0,78657.0,5.7705809463790905,0.9381001,0500000US36059
1846,"Richmond County, New York",475948.0,39.9,76244.0,33922.0,60735.0,12.760847823711835,0.83164561,0500000US36085
1847,"St. Lawrence County, New York",110817.0,38.0,48330.0,23554.0,19142.0,17.273523015421823,0.83887148,0500000US36089
1848,"Schuyler County, New York",18112.0,45.7,47810.0,25285.0,2706.0,14.940371024734983,0.54022986,0500000US36097
1849,"Tompkins County, New York",104415.0,30.4,56200.0,29759.0,18411.0,17.63252406263468,0.89345163,0500000US36109
1850,"Warren County, New York",64701.0,46.2,60222.0,33127.0,6328.0,9.780374337336363,0.85375106,0500000US36113
1851,"Chenango County, New York",48763.0,44.4,48567.0,25233.0,6973.0,14.299776469864446,0.59069765,0500000US36017
1852,"Cortland County, New York",48334.0,36.2,52451.0,26271.0,6573.0,13.599122770720404,0.51662403,0500000US36023
1853,"Dutchess County, New York",295685.0,41.8,75585.0,36704.0,25353.0,8.574327409236181,0.91276979,0500000US36027
1854,"Jefferson County, New York",116567.0,31.9,50322.0,24717.0,16189.0,13.88815016256745,0.85599744,0500000US36045
1855,"Monroe County, New York",748680.0,38.6,55272.0,31291.0,107481.0,14.356066677352139,0.87922639,0500000US36055
1856,"Oneida County, New York",232324.0,41.0,51316.0,27283.0,36487.0,15.705222017527246,0.85031611,0500000US36065
1857,"Suffolk County, New York",1497595.0,41.0,92838.0,40277.0,105522.0,7.046097242578935,0.88893056,0500000US36103
1858,"Ulster County, New York",180129.0,43.6,61652.0,32453.0,22682.0,12.592086782250497,0.88568664,0500000US36111
1859,"Wyoming County, New York",40886.0,41.8,55459.0,25635.0,4267.0,10.436335175854817,0.63218391,0500000US36121
1860,"Chemung County, New York",86883.0,41.2,51251.0,27209.0,12934.0,14.886686693599438,0.83881426,0500000US36015
1861,"Livingston County, New York",64373.0,40.4,53654.0,25882.0,8497.0,13.199633386668324,0.87968254,0500000US36051
1862,"Oswego County, New York",119833.0,39.8,51755.0,25791.0,20978.0,17.506029224003406,0.88989371,0500000US36075
1863,"Otsego County, New York",60750.0,42.0,51254.0,26688.0,8966.0,14.758847736625514,0.55555558,0500000US36077
1864,"Greene County, New York",47791.0,45.6,53214.0,27402.0,5550.0,11.613065221485217,0.52835822,0500000US36039
1865,"Wayne County, New York",91442.0,43.6,53693.0,27318.0,10541.0,11.52752564467094,0.86773753,0500000US36117
1866,"Albany County, New York",308580.0,37.8,62293.0,35278.0,36325.0,11.771663750081016,0.88514757,0500000US36001
1867,"Allegany County, New York",47400.0,38.6,45359.0,22377.0,6992.0,14.751054852320674,0.55641025,0500000US36003
1868,"Broome County, New York",196124.0,39.6,49064.0,26790.0,31795.0,16.211682405009075,0.86030555,0500000US36007
1869,"Cattaraugus County, New York",78175.0,41.7,45571.0,23984.0,12777.0,16.344099776143267,0.77886063,0500000US36009
1870,"Erie County, New York",923995.0,40.3,54006.0,31083.0,133648.0,14.464147533265873,0.85694486,0500000US36029
1871,"Madison County, New York",71760.0,41.3,58365.0,28010.0,7397.0,10.307971014492754,0.84795219,0500000US36053
1872,"Schenectady County, New York",155239.0,39.8,61315.0,29981.0,18684.0,12.03563537513125,0.89370352,0500000US36093
1873,"Sullivan County, New York",75783.0,42.6,53877.0,28224.0,11583.0,15.28443054510906,0.86101919,0500000US36105
1874,"Genesee County, New York",58537.0,43.2,54033.0,27499.0,7362.0,12.576660915318516,0.64199996,0500000US36037
1875,"Yates County, New York",25083.0,41.7,51758.0,26608.0,3120.0,12.438703504365506,0.57416266,0500000US36123
1876,"Orange County, New York",378174.0,36.9,75146.0,32616.0,45108.0,11.927842739056624,0.80276388,0500000US36071
1877,"Scotland County, North Carolina",35445.0,39.3,32739.0,17103.0,9815.0,27.69078854563408,0.56307691,0500000US37165
1878,"Watauga County, North Carolina",53421.0,30.6,41541.0,24545.0,13556.0,25.375788547574924,0.38241309,0500000US37189
1879,"Halifax County, North Carolina",52300.0,42.7,33573.0,20406.0,13607.0,26.017208413001914,0.52859956,0500000US37083
1880,"Alamance County, North Carolina",157844.0,39.7,44281.0,25157.0,26996.0,17.102962418590508,0.82633162,0500000US37001
1881,"Tyrrell County, North Carolina",4090.0,47.1,32411.0,17736.0,931.0,22.762836185819072,0.58620691,0500000US37177
1882,"Greene County, North Carolina",21059.0,40.4,36989.0,18662.0,4851.0,23.035281827247257,0.56,0500000US37079
1883,"Haywood County, North Carolina",59854.0,47.5,45538.0,27166.0,9817.0,16.401577171116383,0.55009103,0500000US37087
1884,"Mitchell County, North Carolina",15155.0,47.1,42534.0,22302.0,2263.0,14.932365555922138,0.55555558,0500000US37121
1885,"Chowan County, North Carolina",14370.0,44.7,41979.0,23542.0,3211.0,22.345163535142657,0.58474576,0500000US37041
1886,"Alleghany County, North Carolina",10935.0,49.2,38944.0,21153.0,2266.0,20.722450845907638,0.51485151,0500000US37005
1887,"Caldwell County, North Carolina",81805.0,44.1,40735.0,21991.0,13214.0,16.153046879775076,0.81625605,0500000US37027
1888,"Catawba County, North Carolina",156182.0,41.2,48649.0,25960.0,21816.0,13.968319012434211,0.85879737,0500000US37035
1889,"Cleveland County, North Carolina",97038.0,41.7,40002.0,21664.0,18977.0,19.55625631196026,0.70483154,0500000US37045
1890,"Craven County, North Carolina",103374.0,36.2,49391.0,26830.0,15103.0,14.610056687368196,0.87811148,0500000US37049
1891,"Edgecombe County, North Carolina",54032.0,40.3,32929.0,18946.0,13050.0,24.152354160497485,0.49496982,0500000US37065
1892,"Granville County, North Carolina",58503.0,42.5,52089.0,24859.0,7982.0,13.643744765225716,0.59645236,0500000US37077
1893,"Harnett County, North Carolina",128753.0,33.9,50323.0,22351.0,22535.0,17.502504796004754,0.84008491,0500000US37085
1894,"Hoke County, North Carolina",52571.0,31.9,45713.0,19654.0,11177.0,21.260771147590876,0.47381547,0500000US37093
1895,"Henderson County, North Carolina",112156.0,46.9,50454.0,28290.0,13134.0,11.7104746959592,0.85085303,0500000US37089
1896,"Hyde County, North Carolina",5507.0,42.7,40532.0,19181.0,985.0,17.88632649355366,0.53658533,0500000US37095
1897,"Iredell County, North Carolina",169798.0,40.4,55957.0,30393.0,21307.0,12.548439910953014,0.82839966,0500000US37097
1898,"Mecklenburg County, North Carolina",1034290.0,34.9,61695.0,35669.0,136399.0,13.187693973643755,0.89567274,0500000US37119
1899,"Northampton County, North Carolina",20426.0,48.6,33508.0,19126.0,4955.0,24.258298247331833,0.43956044,0500000US37131
1900,"Pitt County, North Carolina",176484.0,32.0,43526.0,25462.0,41319.0,23.412320663629565,0.84443778,0500000US37147
1901,"Rowan County, North Carolina",138940.0,40.1,46978.0,23838.0,22633.0,16.289765366345186,0.81952894,0500000US37159
1902,"Vance County, North Carolina",44420.0,40.6,35246.0,21188.0,10026.0,22.570914002701485,0.58139533,0500000US37181
1903,"Cherokee County, North Carolina",27463.0,50.8,38115.0,21152.0,4561.0,16.607799584896043,0.45081967,0500000US37039
1904,"Currituck County, North Carolina",25247.0,42.9,65758.0,29340.0,2283.0,9.04265853368717,0.54587156,0500000US37053
1905,"Union County, North Carolina",222095.0,38.0,70858.0,32754.0,20626.0,9.287016817127805,0.93458146,0500000US37179
1906,"Wilkes County, North Carolina",68525.0,44.1,37173.0,21798.0,14040.0,20.488872674206494,0.78623003,0500000US37193
1907,"Forsyth County, North Carolina",368362.0,38.2,48369.0,28640.0,67043.0,18.20030296284633,0.82717836,0500000US37067
1908,"Nash County, North Carolina",94125.0,41.4,46187.0,25232.0,14656.0,15.57078353253652,0.80582422,0500000US37127
1909,"Alexander County, North Carolina",37159.0,42.8,44523.0,22655.0,5285.0,14.222664764929089,0.63050848,0500000US37003
